timestamp,region,temperature,wind_speed,solar_irradiance,wind_generation,solar_generation,total_generation,demand,price,storage_soc,hour,month,weekday
2019-10-21 13:00:00,Southern,13.16,1.03,273.02,0.057,0.533,0.589,2.593,4711.88,45.9,13,10,0
2019-10-21 13:00:00,Eastern,17.44,2.3,260.96,0.388,0.513,0.9,2.417,4038.02,42.8,13,10,0
2019-10-21 13:00:00,Western,11.87,6.0,304.51,1.202,0.656,1.858,2.303,2578.38,37.3,13,10,0
2019-10-21 13:00:00,North-Eastern,15.98,2.14,387.34,0.438,0.8,1.238,2.389,3219.92,44.6,13,10,0
2019-10-21 14:00:00,Northern,11.47,0.59,226.75,0.039,0.371,0.41,2.441,4689.63,41.0,14,10,0
2019-10-21 14:00:00,Southern,11.43,0.0,379.07,0.009,0.764,0.773,2.487,4189.42,32.1,14,10,0
2019-10-21 14:00:00,Eastern,10.5,2.15,416.48,0.531,0.842,1.372,2.474,3280.96,41.6,14,10,0
2019-10-21 14:00:00,Western,10.95,3.63,251.77,0.668,0.481,1.149,2.495,3747.61,23.9,14,10,0
2019-10-21 14:00:00,North-Eastern,9.93,1.68,369.33,0.442,0.686,1.128,2.504,3632.78,37.6,14,10,0
2019-10-21 15:00:00,Northern,12.2,0.0,238.62,0.061,0.347,0.408,2.229,4570.31,31.1,15,10,0
2019-10-21 15:00:00,Southern,7.85,0.0,261.25,-0.075,0.521,0.446,2.167,4321.51,36.6,15,10,0
2019-10-21 15:00:00,Eastern,6.83,2.87,313.33,0.622,0.609,1.23,2.327,3137.26,32.0,15,10,0
2019-10-21 15:00:00,Western,10.87,3.27,180.37,0.618,0.327,0.945,2.136,3872.23,33.0,15,10,0
2019-10-21 15:00:00,North-Eastern,12.19,1.84,292.32,0.48,0.547,1.027,2.147,3597.18,24.9,15,10,0
2019-10-21 16:00:00,Northern,9.9,0.75,166.8,0.131,0.273,0.404,2.13,4602.67,30.8,16,10,0
2019-10-21 16:00:00,Southern,8.38,0.0,212.6,-0.148,0.42,0.272,2.315,5017.53,22.2,16,10,0
2019-10-21 16:00:00,Eastern,9.94,1.02,132.88,0.201,0.255,0.456,2.212,4329.22,22.0,16,10,0
2019-10-21 16:00:00,Western,6.28,0.98,193.13,0.169,0.35,0.519,2.16,4298.65,25.6,16,10,0
2019-10-21 16:00:00,North-Eastern,8.85,2.62,153.82,0.6,0.214,0.814,2.21,3907.87,25.6,16,10,0
2019-10-21 17:00:00,Northern,8.56,3.09,69.54,0.623,0.12,0.743,1.95,4087.82,22.8,17,10,0
2019-10-21 17:00:00,Southern,6.62,0.91,23.01,0.085,0.08,0.165,1.956,4872.53,22.8,17,10,0
2019-10-21 17:00:00,Eastern,9.53,0.0,70.14,0.121,0.03,0.151,2.044,4821.66,30.4,17,10,0
2019-10-21 17:00:00,Western,10.36,2.95,152.11,0.632,0.274,0.906,1.939,3503.23,28.8,17,10,0
2019-10-21 17:00:00,North-Eastern,9.07,2.78,115.69,0.561,0.233,0.794,1.849,4036.38,25.1,17,10,0
2019-10-21 18:00:00,Northern,12.51,0.93,0.0,0.084,0.018,0.102,1.937,5083.67,17.9,18,10,0
2019-10-21 18:00:00,Southern,6.44,0.5,23.63,0.057,0.03,0.087,1.748,4899.66,17.8,18,10,0
2019-10-21 18:00:00,Eastern,10.01,0.0,0.0,0.062,0.034,0.096,1.881,4702.41,15.6,18,10,0
2019-10-21 18:00:00,Western,7.91,0.0,0.0,0.001,-0.053,0.0,1.82,5393.38,22.6,18,10,0
2019-10-21 18:00:00,North-Eastern,6.53,0.0,93.52,0.121,0.161,0.282,1.77,4819.82,16.6,18,10,0
2019-10-21 19:00:00,Northern,7.6,0.61,0.0,0.136,-0.061,0.075,1.709,5002.55,24.0,19,10,0
2019-10-21 19:00:00,Southern,8.66,3.47,0.0,0.725,0.068,0.793,1.702,3755.86,23.6,19,10,0
2019-10-21 19:00:00,Eastern,10.12,1.4,0.0,0.253,-0.028,0.224,1.718,4723.53,21.2,19,10,0
2019-10-21 19:00:00,Western,7.14,0.0,0.0,0.124,-0.018,0.106,1.757,5387.5,26.1,19,10,0
2019-10-21 19:00:00,North-Eastern,9.69,1.58,0.0,0.377,-0.03,0.346,1.751,4302.08,21.5,19,10,0
2019-10-21 20:00:00,Northern,10.07,2.37,0.0,0.286,0.008,0.294,1.499,4560.19,27.7,20,10,0
2019-10-21 20:00:00,Southern,7.81,3.08,0.0,0.542,0.008,0.55,1.512,3388.47,27.2,20,10,0
2019-10-21 20:00:00,Eastern,9.95,1.4,0.0,0.343,0.01,0.353,1.621,4383.0,28.3,20,10,0
2019-10-21 20:00:00,Western,8.93,0.05,0.0,0.054,-0.072,0.0,1.55,5579.74,24.6,20,10,0
2019-10-21 20:00:00,North-Eastern,9.9,0.42,0.0,-0.155,-0.049,0.0,1.524,5038.49,22.6,20,10,0
2019-10-21 21:00:00,Northern,7.31,3.41,0.0,0.629,0.086,0.715,1.337,3166.54,21.5,21,10,0
2019-10-21 21:00:00,Southern,11.01,2.9,0.0,0.61,0.083,0.693,1.462,3665.42,33.9,21,10,0
2019-10-21 21:00:00,Eastern,9.21,3.42,0.0,0.773,-0.016,0.757,1.523,3413.6,16.8,21,10,0
2019-10-21 21:00:00,Western,9.3,3.45,0.0,0.64,-0.043,0.597,1.362,3743.79,29.3,21,10,0
2019-10-21 21:00:00,North-Eastern,10.68,2.9,0.0,0.438,-0.059,0.378,1.372,4338.78,20.6,21,10,0
2019-10-21 22:00:00,Northern,10.07,2.16,0.0,0.494,-0.021,0.473,1.12,3639.76,33.9,22,10,0
2019-10-21 22:00:00,Southern,11.72,0.76,0.0,0.246,0.02,0.266,1.436,5032.08,38.4,22,10,0
2019-10-21 22:00:00,Eastern,14.49,4.09,0.0,0.902,-0.014,0.888,1.403,2810.91,31.5,22,10,0
2019-10-21 22:00:00,Western,10.16,2.8,0.0,0.563,-0.063,0.501,1.455,4121.04,34.6,22,10,0
2019-10-21 22:00:00,North-Eastern,10.47,4.05,0.0,0.822,0.026,0.848,1.394,3220.95,25.7,22,10,0
2019-10-21 23:00:00,Northern,10.47,0.0,0.0,-0.042,0.012,0.0,1.105,4706.22,37.9,23,10,0
2019-10-21 23:00:00,Southern,12.1,1.31,0.0,0.237,0.015,0.252,1.231,4317.84,29.2,23,10,0
2019-10-21 23:00:00,Eastern,11.87,2.53,0.0,0.448,-0.068,0.38,1.326,4396.82,44.4,23,10,0
2019-10-21 23:00:00,Western,15.36,0.0,0.0,0.022,-0.063,0.0,1.201,4954.25,50.5,23,10,0
2019-10-21 23:00:00,North-Eastern,11.93,0.0,0.0,0.03,0.019,0.049,1.109,5145.86,45.9,23,10,0
2019-10-22 00:00:00,Northern,11.96,4.64,0.0,1.02,-0.067,0.953,1.307,3005.45,49.6,0,10,1
2019-10-22 00:00:00,Southern,14.14,2.21,0.0,0.436,0.012,0.448,1.179,4142.68,45.9,0,10,1
2019-10-22 00:00:00,Eastern,17.65,3.02,0.0,0.712,-0.158,0.554,1.287,3093.05,53.8,0,10,1
2019-10-22 00:00:00,Western,14.6,1.47,0.0,0.256,-0.012,0.244,1.236,4716.83,60.1,0,10,1
2019-10-22 00:00:00,North-Eastern,13.08,2.2,0.0,0.49,-0.036,0.454,1.245,3723.38,49.1,0,10,1
2019-10-22 01:00:00,Northern,18.46,3.78,0.0,0.712,0.012,0.724,1.12,3181.89,60.4,1,10,1
2019-10-22 01:00:00,Southern,20.13,2.58,0.0,0.658,-0.032,0.626,1.27,3356.46,59.6,1,10,1
2019-10-22 01:00:00,Eastern,16.01,5.45,0.0,1.121,-0.009,1.112,1.356,2141.23,51.3,1,10,1
2019-10-22 01:00:00,Western,18.63,5.23,0.0,1.167,0.057,1.223,1.222,1428.86,56.4,1,10,1
2019-10-22 01:00:00,North-Eastern,20.19,6.72,0.0,1.3,-0.012,1.287,1.255,1939.22,50.3,1,10,1
2019-10-22 02:00:00,Northern,19.86,6.19,0.0,1.296,-0.019,1.277,1.345,1816.09,64.2,2,10,1
2019-10-22 02:00:00,Southern,18.98,1.76,0.0,0.414,0.026,0.44,1.263,4004.29,58.9,2,10,1
2019-10-22 02:00:00,Eastern,18.83,2.64,0.0,0.649,0.02,0.669,1.257,3489.09,65.5,2,10,1
2019-10-22 02:00:00,Western,16.78,5.76,0.0,1.245,0.025,1.27,1.187,1116.07,57.4,2,10,1
2019-10-22 02:00:00,North-Eastern,19.92,1.99,0.0,0.272,-0.027,0.245,1.35,4574.87,67.7,2,10,1
2019-10-22 03:00:00,Northern,19.96,4.01,0.0,1.084,0.096,1.18,1.532,2787.23,72.9,3,10,1
2019-10-22 03:00:00,Southern,22.19,5.57,0.0,0.957,0.019,0.977,1.28,2671.82,67.7,3,10,1
2019-10-22 03:00:00,Eastern,21.99,4.77,0.0,0.916,0.043,0.959,1.22,2510.54,75.7,3,10,1
2019-10-22 03:00:00,Western,22.62,6.54,0.0,1.285,-0.074,1.212,1.497,2261.41,75.7,3,10,1
2019-10-22 03:00:00,North-Eastern,20.84,2.24,0.0,0.312,-0.07,0.242,1.62,5004.57,61.2,3,10,1
2019-10-22 04:00:00,Northern,26.01,3.8,0.0,0.818,-0.014,0.804,1.524,3752.35,74.6,4,10,1
2019-10-22 04:00:00,Southern,24.17,4.63,0.0,0.963,-0.014,0.949,1.618,3062.77,59.9,4,10,1
2019-10-22 04:00:00,Eastern,26.11,5.78,0.0,1.112,0.035,1.147,1.521,2535.46,83.1,4,10,1
2019-10-22 04:00:00,Western,23.08,4.75,0.0,0.897,-0.005,0.892,1.673,3438.98,75.3,4,10,1
2019-10-22 04:00:00,North-Eastern,22.39,4.77,0.0,0.873,0.021,0.894,1.455,3158.36,70.2,4,10,1
2019-10-22 05:00:00,Northern,21.99,5.08,0.0,1.025,-0.06,0.966,1.657,3067.14,76.3,5,10,1
2019-10-22 05:00:00,Southern,25.77,4.07,0.0,0.921,0.036,0.956,1.611,2817.72,74.0,5,10,1
2019-10-22 05:00:00,Eastern,23.36,4.17,0.0,0.772,-0.078,0.693,1.735,3756.6,75.5,5,10,1
2019-10-22 05:00:00,Western,26.89,4.35,0.0,1.056,0.019,1.074,1.742,2864.13,78.7,5,10,1
2019-10-22 05:00:00,North-Eastern,23.66,6.06,0.0,1.229,-0.078,1.151,1.725,2689.98,77.4,5,10,1
2019-10-22 06:00:00,Northern,23.28,4.05,0.0,0.767,-0.091,0.676,1.787,3965.59,71.2,6,10,1
2019-10-22 06:00:00,Southern,26.57,6.42,0.0,1.23,-0.044,1.186,1.806,3403.51,74.5,6,10,1
2019-10-22 06:00:00,Eastern,22.48,6.62,35.76,1.357,-0.01,1.347,1.794,2682.32,83.3,6,10,1
2019-10-22 06:00:00,Western,23.94,6.3,0.0,1.401,-0.056,1.345,1.903,2579.75,79.2,6,10,1
2019-10-22 06:00:00,North-Eastern,21.87,3.64,12.89,0.762,0.042,0.803,1.833,3753.45,80.3,6,10,1
2019-10-22 07:00:00,Northern,22.91,5.38,114.52,1.267,0.25,1.517,1.895,2576.57,90.0,7,10,1
2019-10-22 07:00:00,Southern,21.39,4.22,86.9,0.817,0.207,1.023,2.21,3803.58,77.7,7,10,1
2019-10-22 07:00:00,Eastern,22.0,3.18,158.0,0.615,0.253,0.869,2.06,3752.7,76.0,7,10,1
2019-10-22 07:00:00,Western,24.27,4.18,142.69,0.918,0.271,1.189,1.985,3141.48,75.9,7,10,1
2019-10-22 07:00:00,North-Eastern,21.88,3.69,69.75,0.927,0.105,1.032,1.969,3422.91,74.2,7,10,1
2019-10-22 08:00:00,Northern,25.84,2.56,216.62,0.577,0.465,1.041,2.064,3810.52,68.6,8,10,1
2019-10-22 08:00:00,Southern,24.57,5.95,172.89,1.134,0.363,1.497,2.262,2977.58,82.1,8,10,1
2019-10-22 08:00:00,Eastern,22.87,5.55,178.1,0.917,0.415,1.332,2.274,3019.14,73.4,8,10,1
2019-10-22 08:00:00,Western,19.5,1.98,171.14,0.424,0.314,0.738,2.283,4297.25,69.7,8,10,1
2019-10-22 08:00:00,North-Eastern,23.08,5.42,173.36,1.157,0.517,1.674,2.002,2378.18,75.7,8,10,1
2019-10-22 09:00:00,Northern,21.41,6.7,243.35,1.266,0.551,1.817,2.182,2566.12,63.7,9,10,1
2019-10-22 09:00:00,Southern,22.28,3.02,239.84,0.64,0.396,1.036,2.437,3715.42,77.2,9,10,1
2019-10-22 09:00:00,Eastern,21.19,6.17,297.86,1.215,0.638,1.854,2.173,2160.5,78.5,9,10,1
2019-10-22 09:00:00,Western,20.13,3.03,274.06,0.58,0.455,1.036,2.399,3949.05,72.2,9,10,1
2019-10-22 09:00:00,North-Eastern,21.96,4.57,291.09,0.952,0.607,1.56,2.283,3080.51,77.1,9,10,1
2019-10-22 10:00:00,Northern,21.09,5.04,336.81,0.873,0.651,1.524,2.352,3050.39,64.4,10,10,1
2019-10-22 10:00:00,Southern,21.94,3.01,331.04,0.681,0.728,1.409,2.272,2855.84,63.8,10,10,1
2019-10-22 10:00:00,Eastern,22.77,4.38,314.07,0.929,0.671,1.599,2.404,3100.05,63.1,10,10,1
2019-10-22 10:00:00,Western,17.62,3.25,274.14,0.586,0.576,1.162,2.372,3529.43,68.4,10,10,1
2019-10-22 10:00:00,North-Eastern,16.16,3.5,342.12,0.749,0.742,1.492,2.402,3031.31,68.5,10,10,1
2019-10-22 11:00:00,Northern,16.78,4.55,324.38,0.776,0.728,1.504,2.458,2980.41,54.2,11,10,1
2019-10-22 11:00:00,Southern,19.81,0.0,331.14,0.042,0.688,0.729,2.363,3980.3,68.1,11,10,1
2019-10-22 11:00:00,Eastern,20.9,4.89,337.83,1.11,0.658,1.768,2.522,2719.31,66.5,11,10,1
2019-10-22 11:00:00,Western,19.19,5.39,280.3,1.121,0.482,1.603,2.41,2934.98,67.3,11,10,1
2019-10-22 11:00:00,North-Eastern,18.48,3.06,322.33,0.723,0.652,1.375,2.443,3258.17,60.4,11,10,1
2019-10-22 12:00:00,Northern,16.7,2.13,352.05,0.474,0.685,1.158,2.435,3767.81,49.4,12,10,1
2019-10-22 12:00:00,Southern,17.98,3.02,440.87,0.761,0.939,1.7,2.343,2717.44,49.6,12,10,1
2019-10-22 12:00:00,Eastern,14.44,2.44,323.28,0.438,0.598,1.036,2.329,3865.64,51.3,12,10,1
2019-10-22 12:00:00,Western,15.86,1.1,333.44,0.301,0.663,0.964,2.372,3708.03,48.1,12,10,1
2019-10-22 12:00:00,North-Eastern,16.54,4.89,403.71,1.052,0.774,1.827,2.647,2553.82,47.5,12,10,1
2019-10-22 13:00:00,Northern,12.82,2.18,297.0,0.274,0.653,0.927,2.664,4318.02,35.4,13,10,1
2019-10-22 13:00:00,Southern,15.55,2.49,334.63,0.583,0.614,1.198,2.376,3597.73,41.7,13,10,1
2019-10-22 13:00:00,Eastern,16.48,4.41,351.26,1.046,0.73,1.776,2.348,2284.83,37.5,13,10,1
2019-10-22 13:00:00,Western,18.11,2.74,373.33,0.598,0.731,1.33,2.457,3419.65,32.4,13,10,1
2019-10-22 13:00:00,North-Eastern,11.05,0.73,330.32,0.152,0.635,0.788,2.598,4361.17,48.3,13,10,1
2019-10-22 14:00:00,Northern,9.81,2.15,272.62,0.456,0.648,1.104,2.596,3869.43,38.0,14,10,1
2019-10-22 14:00:00,Southern,10.71,0.89,305.2,0.235,0.572,0.807,2.381,4180.67,31.7,14,10,1
2019-10-22 14:00:00,Eastern,13.16,0.85,292.54,0.188,0.552,0.741,2.477,3956.79,31.6,14,10,1
2019-10-22 14:00:00,Western,12.91,2.08,205.57,0.624,0.411,1.035,2.271,3675.63,27.4,14,10,1
2019-10-22 14:00:00,North-Eastern,12.92,4.58,265.34,0.927,0.548,1.475,2.236,2736.31,32.4,14,10,1
2019-10-22 15:00:00,Northern,6.57,1.1,218.57,0.182,0.347,0.529,2.384,4439.99,31.4,15,10,1
2019-10-22 15:00:00,Southern,11.36,2.85,296.41,0.585,0.626,1.211,2.269,3220.17,23.0,15,10,1
2019-10-22 15:00:00,Eastern,10.6,3.01,241.92,0.731,0.494,1.225,2.17,3120.35,26.2,15,10,1
2019-10-22 15:00:00,Western,11.62,3.59,257.82,0.892,0.531,1.423,2.391,3217.01,27.7,15,10,1
2019-10-22 15:00:00,North-Eastern,13.66,1.93,286.78,0.257,0.595,0.852,2.289,3945.02,24.2,15,10,1
2019-10-22 16:00:00,Northern,7.54,0.18,203.51,-0.117,0.487,0.37,2.093,4513.0,14.8,16,10,1
2019-10-22 16:00:00,Southern,6.53,0.0,212.36,0.23,0.482,0.712,1.987,4114.92,13.6,16,10,1
2019-10-22 16:00:00,Eastern,10.36,3.59,249.67,0.93,0.491,1.421,2.294,3153.02,18.3,16,10,1
2019-10-22 16:00:00,Western,5.95,2.26,123.61,0.5,0.314,0.814,2.332,4089.46,27.6,16,10,1
2019-10-22 16:00:00,North-Eastern,6.83,0.27,196.02,0.067,0.353,0.42,2.019,4738.41,17.3,16,10,1
2019-10-22 17:00:00,Northern,10.08,0.0,86.51,0.004,0.19,0.194,1.927,4638.79,20.0,17,10,1
2019-10-22 17:00:00,Southern,8.82,0.71,124.23,-0.061,0.163,0.102,1.932,5063.92,18.7,17,10,1
2019-10-22 17:00:00,Eastern,7.07,1.03,125.66,-0.032,0.295,0.263,2.227,4989.87,23.3,17,10,1
2019-10-22 17:00:00,Western,4.99,3.14,103.83,0.743,0.2,0.943,1.987,3609.43,15.8,17,10,1
2019-10-22 17:00:00,North-Eastern,10.98,1.46,148.01,0.31,0.338,0.647,2.062,4078.09,17.9,17,10,1
2019-10-22 18:00:00,Northern,4.21,0.68,0.0,0.005,0.09,0.094,1.898,4590.02,19.1,18,10,1
2019-10-22 18:00:00,Southern,8.39,0.12,23.23,0.119,0.051,0.17,1.89,4867.57,14.2,18,10,1
2019-10-22 18:00:00,Eastern,10.94,3.74,111.43,0.771,0.273,1.044,1.653,2950.63,16.7,18,10,1
2019-10-22 18:00:00,Western,8.96,1.32,0.0,0.142,0.009,0.151,1.883,5003.16,24.2,18,10,1
2019-10-22 18:00:00,North-Eastern,5.82,0.0,69.45,-0.148,0.157,0.008,1.824,5060.5,20.2,18,10,1
2019-10-22 19:00:00,Northern,5.62,0.0,0.0,-0.214,-0.003,0.0,1.604,4683.3,27.1,19,10,1
2019-10-22 19:00:00,Southern,9.78,0.55,0.0,0.296,0.019,0.315,1.652,4554.38,20.9,19,10,1
2019-10-22 19:00:00,Eastern,6.24,0.0,0.0,-0.037,-0.059,0.0,1.818,5192.88,20.3,19,10,1
2019-10-22 19:00:00,Western,8.24,1.16,0.0,0.165,-0.014,0.151,1.568,5050.36,23.3,19,10,1
2019-10-22 19:00:00,North-Eastern,5.59,0.0,0.0,0.046,-0.001,0.044,1.739,5102.44,26.5,19,10,1
2019-10-22 20:00:00,Northern,9.02,0.2,0.0,-0.002,0.009,0.007,1.449,5237.6,26.5,20,10,1
2019-10-22 20:00:00,Southern,8.21,1.27,0.0,0.102,0.042,0.144,1.349,5123.19,27.5,20,10,1
2019-10-22 20:00:00,Eastern,7.68,2.9,0.0,0.748,-0.013,0.735,1.469,3333.0,30.4,20,10,1
2019-10-22 20:00:00,Western,9.59,0.0,0.0,0.003,0.055,0.058,1.603,5116.2,25.1,20,10,1
2019-10-22 20:00:00,North-Eastern,9.95,0.71,0.0,0.082,-0.014,0.069,1.492,5286.74,20.5,20,10,1
2019-10-22 21:00:00,Northern,8.41,0.03,0.0,0.105,-0.019,0.086,1.303,5067.87,35.8,21,10,1
2019-10-22 21:00:00,Southern,15.69,2.24,0.0,0.357,-0.038,0.318,1.438,4298.24,23.6,21,10,1
2019-10-22 21:00:00,Eastern,6.36,1.85,0.0,0.421,0.02,0.44,1.25,3897.81,32.5,21,10,1
2019-10-22 21:00:00,Western,7.72,1.32,0.0,0.178,-0.01,0.169,1.38,5000.97,31.5,21,10,1
2019-10-22 21:00:00,North-Eastern,10.24,3.59,0.0,0.89,0.103,0.993,1.531,2830.78,19.5,21,10,1
2019-10-22 22:00:00,Northern,12.89,1.62,0.0,0.275,-0.055,0.22,1.336,4757.79,30.1,22,10,1
2019-10-22 22:00:00,Southern,14.48,0.32,0.0,0.061,-0.002,0.059,1.192,5291.64,26.6,22,10,1
2019-10-22 22:00:00,Eastern,9.32,2.35,0.0,0.438,-0.008,0.43,1.229,4159.52,37.3,22,10,1
2019-10-22 22:00:00,Western,11.84,3.04,0.0,0.576,0.021,0.596,1.446,3987.81,27.5,22,10,1
2019-10-22 22:00:00,North-Eastern,10.27,3.18,0.0,0.867,-0.016,0.851,1.421,3112.46,40.3,22,10,1
2019-10-22 23:00:00,Northern,14.97,2.91,0.0,0.56,0.047,0.606,0.998,3482.05,38.0,23,10,1
2019-10-22 23:00:00,Southern,12.19,1.71,0.0,0.281,-0.084,0.197,1.342,4754.22,42.1,23,10,1
2019-10-22 23:00:00,Eastern,15.39,2.89,0.0,0.525,0.086,0.611,1.294,3783.58,53.3,23,10,1
2019-10-22 23:00:00,Western,9.7,3.11,0.0,0.576,-0.091,0.485,1.075,3779.01,52.6,23,10,1
2019-10-22 23:00:00,North-Eastern,14.54,2.34,0.0,0.504,0.093,0.597,1.187,3455.16,49.1,23,10,1
2019-10-23 00:00:00,Northern,18.81,2.33,0.0,0.566,-0.021,0.545,1.355,3681.68,36.8,0,10,2
2019-10-23 00:00:00,Southern,11.18,1.66,0.0,0.424,0.008,0.432,1.119,3993.94,51.1,0,10,2
2019-10-23 00:00:00,Eastern,17.79,0.73,0.0,0.228,-0.016,0.213,1.225,4578.98,50.2,0,10,2
2019-10-23 00:00:00,Western,17.44,5.8,0.0,1.209,0.004,1.213,1.144,1375.11,53.4,0,10,2
2019-10-23 00:00:00,North-Eastern,17.1,3.84,0.0,0.936,-0.018,0.917,1.204,2566.76,51.8,0,10,2
2019-10-23 01:00:00,Northern,20.73,5.42,0.0,1.111,-0.059,1.052,1.374,2521.09,59.1,1,10,2
2019-10-23 01:00:00,Southern,16.57,3.16,0.0,0.407,-0.028,0.38,1.157,4180.79,51.7,1,10,2
2019-10-23 01:00:00,Eastern,19.1,2.18,0.0,0.464,0.004,0.468,1.407,3964.6,64.4,1,10,2
2019-10-23 01:00:00,Western,16.37,1.36,0.0,0.153,0.022,0.175,1.194,4314.48,58.1,1,10,2
2019-10-23 01:00:00,North-Eastern,17.92,1.96,0.0,0.268,-0.029,0.239,1.282,4553.89,61.3,1,10,2
2019-10-23 02:00:00,Northern,21.21,4.63,0.0,1.017,-0.022,0.995,1.398,2968.83,70.9,2,10,2
2019-10-23 02:00:00,Southern,17.61,2.22,0.0,0.375,0.002,0.377,1.454,4139.83,58.8,2,10,2
2019-10-23 02:00:00,Eastern,23.2,3.84,0.0,0.682,0.061,0.744,1.296,3126.22,58.3,2,10,2
2019-10-23 02:00:00,Western,22.62,3.28,0.0,0.638,-0.057,0.581,1.268,3251.91,61.6,2,10,2
2019-10-23 02:00:00,North-Eastern,20.28,3.79,0.0,0.595,0.072,0.667,1.403,3670.55,60.2,2,10,2
2019-10-23 03:00:00,Northern,23.56,2.19,0.0,0.692,0.078,0.77,1.423,3571.32,67.5,3,10,2
2019-10-23 03:00:00,Southern,24.73,5.84,0.0,0.964,0.049,1.013,1.316,2673.73,75.2,3,10,2
2019-10-23 03:00:00,Eastern,25.38,3.51,0.0,0.644,-0.008,0.636,1.395,3610.37,68.1,3,10,2
2019-10-23 03:00:00,Western,21.53,6.63,0.0,1.469,0.072,1.542,1.353,1000.0,71.0,3,10,2
2019-10-23 03:00:00,North-Eastern,27.0,5.32,0.0,1.091,-0.008,1.083,1.396,2977.3,71.2,3,10,2
2019-10-23 04:00:00,Northern,24.47,5.01,0.0,1.114,0.021,1.135,1.355,2433.89,78.9,4,10,2
2019-10-23 04:00:00,Southern,24.26,2.44,0.0,0.504,0.077,0.581,1.525,4005.82,71.0,4,10,2
2019-10-23 04:00:00,Eastern,21.99,4.47,0.0,0.766,-0.067,0.698,1.527,3617.71,68.3,4,10,2
2019-10-23 04:00:00,Western,22.82,5.8,0.0,1.098,-0.101,0.997,1.552,3152.34,76.1,4,10,2
2019-10-23 04:00:00,North-Eastern,22.63,3.57,0.0,0.757,-0.035,0.721,1.701,3797.08,79.2,4,10,2
2019-10-23 05:00:00,Northern,23.23,4.28,0.0,0.77,-0.011,0.759,1.776,3639.05,78.9,5,10,2
2019-10-23 05:00:00,Southern,22.65,3.52,0.0,0.815,0.006,0.821,1.405,3201.57,77.8,5,10,2
2019-10-23 05:00:00,Eastern,22.29,6.11,0.0,1.314,0.026,1.34,1.685,2173.16,73.1,5,10,2
2019-10-23 05:00:00,Western,22.99,6.16,0.0,1.3,0.042,1.342,1.576,2034.52,80.8,5,10,2
2019-10-23 05:00:00,North-Eastern,21.16,6.65,0.0,1.5,-0.025,1.475,1.56,1616.15,82.4,5,10,2
2019-10-23 06:00:00,Northern,26.47,5.8,93.53,1.326,0.162,1.488,1.75,2312.51,73.1,6,10,2
2019-10-23 06:00:00,Southern,19.7,6.15,35.09,1.266,0.086,1.352,1.932,2786.04,90.0,6,10,2
2019-10-23 06:00:00,Eastern,24.56,8.11,7.76,1.5,-0.014,1.486,1.848,2599.11,78.5,6,10,2
2019-10-23 06:00:00,Western,24.32,7.49,44.58,1.5,0.133,1.633,1.775,1843.6,74.7,6,10,2
2019-10-23 06:00:00,North-Eastern,25.13,2.35,90.16,0.561,0.098,0.658,1.888,3962.81,82.2,6,10,2
2019-10-23 07:00:00,Northern,22.33,2.88,173.31,0.56,0.403,0.963,2.052,3485.75,78.4,7,10,2
2019-10-23 07:00:00,Southern,19.46,5.36,105.21,1.127,0.197,1.324,1.979,2837.83,74.8,7,10,2
2019-10-23 07:00:00,Eastern,23.14,6.26,108.96,1.266,0.244,1.51,1.964,2650.18,70.4,7,10,2
2019-10-23 07:00:00,Western,24.27,3.32,107.42,0.512,0.179,0.691,2.12,4212.41,74.0,7,10,2
2019-10-23 07:00:00,North-Eastern,23.77,5.86,64.24,1.352,0.203,1.555,1.975,2404.27,82.3,7,10,2
2019-10-23 08:00:00,Northern,24.87,3.39,200.35,0.736,0.402,1.139,2.068,3055.24,76.3,8,10,2
2019-10-23 08:00:00,Southern,21.12,3.13,170.34,0.644,0.249,0.892,2.162,3536.91,77.2,8,10,2
2019-10-23 08:00:00,Eastern,20.11,2.65,181.28,0.608,0.361,0.969,2.122,4000.49,67.0,8,10,2
2019-10-23 08:00:00,Western,22.91,3.5,132.47,0.74,0.334,1.074,1.985,3599.46,71.9,8,10,2
2019-10-23 08:00:00,North-Eastern,23.08,6.81,172.76,1.424,0.391,1.815,2.105,1917.16,84.9,8,10,2
2019-10-23 09:00:00,Northern,24.34,4.37,252.75,0.65,0.366,1.016,2.314,3746.79,71.9,9,10,2
2019-10-23 09:00:00,Southern,19.28,4.53,343.32,0.928,0.641,1.569,2.369,2530.94,71.6,9,10,2
2019-10-23 09:00:00,Eastern,20.0,8.44,266.21,1.5,0.568,2.068,2.363,2257.41,68.2,9,10,2
2019-10-23 09:00:00,Western,20.92,3.57,290.01,0.704,0.61,1.314,2.27,3089.78,83.6,9,10,2
2019-10-23 09:00:00,North-Eastern,23.28,3.22,218.03,0.626,0.401,1.027,2.306,3774.72,72.7,9,10,2
2019-10-23 10:00:00,Northern,21.24,3.73,294.78,0.883,0.636,1.519,2.476,3246.21,68.2,10,10,2
2019-10-23 10:00:00,Southern,19.9,0.67,295.69,0.128,0.415,0.543,2.53,4519.71,63.3,10,10,2
2019-10-23 10:00:00,Eastern,20.38,4.1,357.12,0.871,0.683,1.554,2.39,3108.22,62.1,10,10,2
2019-10-23 10:00:00,Western,22.22,4.49,333.94,0.96,0.6,1.561,2.5,3036.12,74.0,10,10,2
